timestamp
1493001944.5
1493001946.1
1493001950.1
1493001980.5
1493001982.0
1493001987.0
1493001990.0
1493001991.4
1493001992.4
1493001993.6
1493001994.4
1493002043.2
1493002050.7
1493002055.0
1493002135.0
1493002154.9
1493002158.0
1493002159.5
1493002161.5
1493002188.0
1493002209.0
1493002214.9
