interval, latitude, longitude, classification
0,37.42981852,-122.1516814,0
1,37.42978662,-122.1516444,0
2,37.42976681,-122.1516215,0
3,37.4297671,-122.1516218,0
4,37.4297671,-122.1516218,0
5,37.42976626,-122.1516208,0
6,37.4297661,-122.1516206,0
7,37.42976634,-122.1516209,0
8,37.42974332,-122.1515942,0
9,37.42974172,-122.1515924,0
10,37.42973304,-122.1515823,0
11,37.42972016,-122.1515674,0
12,37.42970102,-122.1515452,0
13,37.4296823,-122.1515235,0
14,37.4296736,-122.1515134,0
15,37.42967313,-122.1515128,0
16,37.42967378,-122.1515136,0
17,37.42967425,-122.1515141,0
18,37.42966225,-122.1515002,0
19,37.42966031,-122.151498,0
20,37.42965057,-122.1514867,0
21,37.42962612,-122.1514583,0
22,37.42959134,-122.151418,0
23,37.42955861,-122.15138,0
24,37.42954455,-122.1513637,0
25,37.42953235,-122.1513496,0
26,37.42951912,-122.1513342,0
27,37.42951603,-122.1513307,0
28,37.42951604,-122.1513307,0
29,37.42951654,-122.1513312,0
30,37.42951234,-122.1513264,0
31,37.42948055,-122.1512895,0
32,37.42943727,-122.1512393,0
33,37.42942364,-122.1512235,0
34,37.42941174,-122.1512097,0
35,37.42939103,-122.1511857,0
36,37.42936937,-122.1511606,0
37,37.42934198,-122.1511288,0
38,37.42931934,-122.1511026,0
39,37.42929232,-122.1510712,0
40,37.42926555,-122.1510402,0
41,37.42922852,-122.1509979,0
42,37.42918896,-122.150953,0
43,37.42915251,-122.1509117,0
44,37.42911375,-122.1508677,0
45,37.4290729,-122.1508213,0
46,37.4290315,-122.1507743,0
47,37.42899023,-122.1507274,0
48,37.42895758,-122.1506904,0
49,37.42892929,-122.1506583,0
50,37.42890557,-122.1506313,0
51,37.42889011,-122.1506138,0
52,37.42888822,-122.1506116,0
53,37.42888831,-122.1506118,0
54,37.42888835,-122.1506118,0
55,37.42888833,-122.1506118,0
56,37.42888836,-122.1506118,0
57,37.42888839,-122.1506118,0
58,37.42888842,-122.1506119,0
59,37.42888845,-122.1506119,0
60,37.42888849,-122.1506119,0
61,37.42888852,-122.150612,0
62,37.42888845,-122.1506119,0
63,37.42886549,-122.1505858,0
64,37.42885023,-122.1505685,0
65,37.42885057,-122.1505689,0
66,37.42885047,-122.1505688,0
67,37.4288505,-122.1505688,0
68,37.42885053,-122.1505689,0
69,37.42885056,-122.1505689,0
70,37.42885051,-122.1505688,0
71,37.42885054,-122.1505689,0
72,37.42885057,-122.1505689,0
73,37.42885061,-122.1505689,0
74,37.4288514,-122.1505698,0
75,37.42883648,-122.1505529,0
76,37.42881661,-122.1505304,0
77,37.42878226,-122.1504914,0
78,37.42871663,-122.1504169,0
79,37.42862486,-122.1503127,0
80,37.42851382,-122.1501866,0
81,37.42840047,-122.1500575,0
82,37.42829201,-122.1499339,0
83,37.42820293,-122.1498324,0
84,37.42813159,-122.1497511,0
85,37.42804973,-122.1496579,0
86,37.42797353,-122.1495726,0
87,37.42793718,-122.1495322,0
88,37.42792255,-122.1495159,0
89,37.4279223,-122.1495157,0
90,37.42789447,-122.1494848,0
91,37.42782488,-122.1494075,0
92,37.42773056,-122.1493027,0
93,37.42763526,-122.1491974,0
94,37.42756009,-122.1491146,0
95,37.42752442,-122.1490753,0
96,37.42752059,-122.149071,0
97,37.42752059,-122.149071,0
98,37.42752059,-122.149071,0
99,37.42751095,-122.1490604,0
100,37.42751143,-122.149061,0
101,37.42751129,-122.1490608,0
102,37.42750132,-122.1490498,0
103,37.42747249,-122.149018,0
104,37.42744138,-122.1489828,0
105,37.42743612,-122.1489769,0
106,37.42743166,-122.1489718,0
107,37.42742123,-122.14896,0
108,37.42741559,-122.1489536,0
109,37.4274156,-122.1489536,0
110,37.42741561,-122.1489536,0
111,37.42741564,-122.1489537,0
112,37.42741597,-122.1489541,0
113,37.42741598,-122.1489541,0
114,37.42741599,-122.1489541,0
115,37.42741598,-122.1489541,0
116,37.42741599,-122.1489541,0
117,37.427416,-122.1489541,0
118,37.42741601,-122.1489541,0
119,37.42741602,-122.1489541,0
120,37.42741603,-122.1489541,0
121,37.42741004,-122.1489473,0
122,37.4273816,-122.1489151,0
