interval, latitude, longitude, classification
0,40.4410945158828,-79.9561753962934,0.0
1,40.4410773748909,-79.9561909028142,0.0
2,40.4410660593216,-79.9561966863274,0.0
3,40.4410389438648,-79.9562318903207,0.0
4,40.4409146718125,-79.9562849294551,0.0
5,40.440808145583,-79.9564305916831,0.0
6,40.4406803177911,-79.95660538132,0.0
7,40.4405847190849,-79.9567361014308,0.0
8,40.4405318449668,-79.9568084006371,0.0
9,40.4404824027807,-79.9568760070756,0.0
10,40.4403707591616,-79.9570235974611,0.0
11,40.4402476050722,-79.9571863610237,0.0
12,40.4401401069767,-79.9573284332285,0.0
13,40.4400732592152,-79.9574256814347,0.0
14,40.4400477219862,-79.9574638210692,0.0
15,40.4400490498815,-79.9574617698155,0.0
16,40.4400430197889,-79.957471084744,0.0
17,40.44003673596,-79.9574807916294,0.0
18,40.4400159663391,-79.9575128753052,0.0
19,40.4399435238817,-79.9575218489444,0.0
20,40.4398512305905,-79.957406258574,0.0
21,40.4397260087738,-79.9572494277146,0.0
22,40.4396150705985,-79.9571104860364,0.0
23,40.4395248631433,-79.9569975080178,0.0
24,40.4394274727593,-79.9568755339241,0.0
25,40.439345232741,-79.9567725345179,0.0
26,40.4392838743873,-79.9566956878183,0.0
27,40.4392476002529,-79.956650257207,0.0
28,40.4392169965557,-79.9566119283898,0.0
29,40.4390868306077,-79.9564503107929,0.0
30,40.4389625832666,-79.9562960445095,0.0
31,40.4387994325451,-79.9560934755433,0.0
32,40.4386372573655,-79.955892117816,0.0
33,40.4384607086791,-79.9556732470601,0.0
34,40.4382909036264,-79.955462868105,0.0
35,40.438113005679,-79.9552424625063,0.0
36,40.4379343387296,-79.9550211041572,0.0
37,40.4377776186902,-79.954826936801,0.0
38,40.4376564555343,-79.9546768224331,0.0
39,40.4375925684005,-79.9545976698506,0.0
40,40.4375669171592,-79.9545658893984,0.0
41,40.4374905463326,-79.9545986719019,0.0
42,40.4373842464961,-79.9547040780506,0.0
43,40.4372648413117,-79.9548224793676,0.0
44,40.4371865449167,-79.9549001175063,0.0
45,40.4371158952028,-79.9549701732514,0.0
46,40.4369531186689,-79.9551336523186,0.0
47,40.4367850719207,-79.9553054434749,0.0
48,40.4366026566315,-79.9554919233313,0.0
49,40.4364340397576,-79.9556591754413,0.0
50,40.4362660254107,-79.9558254548284,0.0
51,40.4361316470643,-79.9559584455491,0.0
52,40.4360797949688,-79.9560097622064,0.0
53,40.4360335164698,-79.9560555628216,0.0
54,40.4359644171153,-79.9562355364623,0.0
55,40.4359606299386,-79.9564594529898,0.0
56,40.4359545571599,-79.9567412313318,0.0
57,40.4359470514739,-79.9570824295842,0.0
58,40.4359398443546,-79.9574100553987,0.0
59,40.4359274760009,-79.9579029707369,0.0
