interval, latitude, longitude, classification
0,37.3029652051975,-122.030808292443,1.0
1,37.3029764788573,-122.030871659631,0.0
2,37.3030181329049,-122.031482602259,0.0
3,37.3030177092835,-122.031628597578,0.0
4,37.3030173123605,-122.031765391653,0.0
5,37.3030169009219,-122.031907188369,0.0
6,37.3030165418881,-122.032030924468,0.0
7,37.303016448561,-122.032063088366,0.0
8,37.3030164542382,-122.032061131786,0.0
9,37.303016417857,-122.032073670076,0.0
10,37.3030162762655,-122.032122467642,0.0
11,37.3031443794491,-122.032151417664,0.0
12,37.3032844903248,-122.032153791561,0.0
13,37.3034176845934,-122.032156048269,0.0
14,37.3035462404633,-122.032158226389,0.0
15,37.3036350462151,-122.032159731024,0.0
16,37.303651399468,-122.032160008097,0.0
17,37.30364911276,-122.032159969353,0.0
18,37.3036496185231,-122.032159977922,0.0
19,37.3036478627317,-122.032159948174,0.0
20,37.3036477226217,-122.0321599458,0.0
21,37.3036494150277,-122.032159974475,0.0
22,37.3036476182353,-122.032159944032,0.0
23,37.3036503381475,-122.032159990115,0.0
24,37.3036479675534,-122.03215994995,0.0
25,37.3036478757465,-122.032159948395,0.0
26,37.3036711456652,-122.032160342656,0.0
27,37.3036725205335,-122.032160365951,0.0
28,37.3036719232014,-122.03216035583,0.0
29,37.3036709790702,-122.032160339834,0.0
30,37.3036714332439,-122.032160347529,0.0
31,37.3036713345449,-122.032160345857,0.0
32,37.3036719021015,-122.032160355473,0.0
33,37.3036717472784,-122.03216035285,0.0
34,37.3036716742822,-122.032160351613,0.0
35,37.3036709770404,-122.032160339799,0.0
36,37.3036716321394,-122.032160350899,0.0
37,37.3037291411202,-122.032161325273,0.0
38,37.3038066275504,-122.032162638124,0.0
39,37.3040402570397,-122.032162658579,0.0
40,37.3042293649887,-122.032162658579,1.0
41,37.3043821503885,-122.032162658579,0.0
42,37.3045571907044,-122.032162658579,0.0
43,37.3047497850876,-122.032163655873,0.0
44,37.3049479747612,-122.032164746301,0.0
45,37.3051500757407,-122.032165145128,0.0
46,37.3053608144007,-122.032164705703,0.0
47,37.3055801114776,-122.032164248432,0.0
48,37.3057932595558,-122.032163655719,0.0
49,37.3060027860173,-122.032162887828,0.0
50,37.3062123741239,-122.032162658579,0.0
51,37.3064161149795,-122.032162658579,0.0
52,37.3066190966089,-122.032162658579,0.0
53,37.3068346850541,-122.032162658579,0.0
54,37.3070642313293,-122.032162658579,0.0
55,37.3073064470209,-122.032162658579,0.0
56,37.3075568255466,-122.032162658579,1.0
57,37.3078085203071,-122.032151743883,0.0
58,37.3080647131776,-122.032152749712,0.0
59,37.3081910996555,-122.032162658579,0.0
60,37.3085950361912,-122.032162053624,0.0
61,37.3088656459351,-122.032162975634,0.0
62,37.3091332381939,-122.032164484376,0.0
63,37.3094049375852,-122.0321659093,0.0
64,37.3096687579875,-122.03216498729,0.0
65,37.3099285550763,-122.032162975634,0.0
66,37.3101758631294,-122.032160209605,0.0
67,37.3104053177287,-122.032162137443,0.0
68,37.3106097104375,-122.032161802167,0.0
69,37.3108100379233,-122.0321623889,0.0
70,37.3109973734592,-122.032161466891,0.0
71,37.3111700406645,-122.032162137443,0.0
72,37.3113209987407,-122.032164232919,0.0
73,37.3114536423584,-122.032155934835,0.0
74,37.3115687677984,-122.032145876551,0.0
75,37.3116435762842,-122.032135902086,0.0
76,37.3116860306238,-122.032098183522,0.0
77,37.3116902215754,-122.032035570705,0.0
78,37.311686617357,-122.031957535187,0.0
79,37.3116855696191,-122.031906489396,0.0
80,37.3116854019811,-122.031857539082,0.0
81,37.3116855696191,-122.031779252106,0.0
82,37.3116830550482,-122.031693756694,0.0
83,37.3116830969577,-122.031603902692,0.0
84,37.3116845637907,-122.031509857738,0.0
85,37.311685318162,-122.031411202738,0.0
86,37.3116952088078,-122.031333251039,0.0
87,37.3117198935126,-122.031303914377,0.0
88,37.3117347713907,-122.031280277411,0.0
89,37.3117442848508,-122.031255718434,0.0
90,37.3117456678649,-122.031232500562,0.0
91,37.3117456678649,-122.031232500562,0.0
92,37.31174348857,-122.031215233842,0.0
93,37.31174348857,-122.031215233842,0.0
94,37.31174348857,-122.031215233842,0.0
95,37.31174348857,-122.031215233842,0.0
