timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ
1,40.4406447600646,-79.9600233080753,13.5,0.01898193359375,-0.893524169921875,0.0694732666015625
2,40.4405522372867,-79.9601496958921,14.4899997711182,0.103286743164062,-1.05325317382812,0.153045654296875
3,40.4404544481896,-79.9602796413648,14.7700004577637,-0.154754638671875,-0.795303344726562,0.442001342773438
4,40.4403535658653,-79.9604228747329,15.0500001907349,0.144699096679688,-0.843841552734375,0.131240844726562
5,40.4402574713791,-79.9605593102979,15.0100002288818,-0.047821044921875,-0.958480834960938,0.103958129882812
6,40.4401664919307,-79.9606884834995,14.7799997329712,0.0947723388671875,-1.02305603027344,0.21539306640625
7,40.4400742652336,-79.9608194275528,14.7799997329712,-0.189224243164062,-0.97064208984375,-0.0318756103515625
8,40.4399899501374,-79.9609391386646,13.6999998092651,-0.020599365234375,-1.01113891601562,-0.015167236328125
9,40.4399210174533,-79.9610370097295,11.5100002288818,-0.0526580810546875,-1.02996826171875,-0.13995361328125
10,40.4398636329699,-79.9611184845853,9.78999996185303,-0.105316162109375,-1.02044677734375,-0.0681915283203125
11,40.4398150461205,-79.9611872206172,8.10999965667725,-0.0675201416015625,-1.05064392089844,0.01336669921875
12,40.4397723864927,-79.9612472934907,6.21000003814697,-0.021514892578125,-0.992416381835938,0.108352661132812
13,40.4397326937092,-79.9613031884828,5.94999980926514,0.123001098632812,-1.04339599609375,0.131393432617188
14,40.4396922101389,-79.9613601970533,5.98999977111816,-0.070404052734375,-1.00093078613281,0.192916870117188
15,40.439651568578,-79.9614174281046,6.96999979019165,-0.0317230224609375,-1.00900268554688,0.102890014648438
16,40.4396081889296,-79.9614785149042,6.96000003814697,-0.0250091552734375,-1.119384765625,0.197311401367188
17,40.439569706707,-79.9615327051962,6.98000001907349,0.0675048828125,-1.07356262207031,0.192672729492188
18,40.4395221352729,-79.9615996948277,7.6399998664856,0.13824462890625,-0.98858642578125,0.21978759765625
19,40.4394725473686,-79.9616695240329,8.52000045776367,-0.016876220703125,-0.9439697265625,0.103515625
20,40.4394185579621,-79.9617455513906,8.89999961853027,-0.100540161132812,-0.974105834960938,0.09326171875
21,40.4393628287299,-79.9618176407938,8.3100004196167,0.0814208984375,-0.975296020507812,0.0572662353515625
22,40.4392917935138,-79.9619037357207,10.1999998092651,0.0635528564453125,-1.0562744140625,0.164688110351562
23,40.4392242689302,-79.9619855757489,10.1999998092651,-0.0175018310546875,-1.11958312988281,0.175796508789062
24,40.4391461103617,-79.9620803042034,10.6800003051758,-0.0538177490234375,-0.994476318359375,0.169219970703125
25,40.439073983373,-79.9621825709119,11.2600002288818,0.054290771484375,-0.95025634765625,0.225906372070312
26,40.4390023768282,-79.9622821875657,11.6700000762939,-0.0078582763671875,-0.927642822265625,0.168624877929688
27,40.4389254393127,-79.9623875586018,11.9300003051758,0.0754852294921875,-1.084228515625,0.181488037109375
28,40.4388476917054,-79.9624940391125,12.3500003814697,0.010528564453125,-0.949493408203125,0.16058349609375
29,40.438769906645,-79.9625984431114,12.0299997329712,-0.05023193359375,-0.959716796875,0.1641845703125
30,40.4386965157737,-79.9626944198885,11.5600004196167,0.008941650390625,-1.0111083984375,0.156478881835938
31,40.4386298397204,-79.9627816153747,10.9499998092651,0.0189208984375,-0.971771240234375,0.129623413085938
32,40.4385736712557,-79.9628548927073,9.75,-0.0682220458984375,-0.7650146484375,0.114212036132812
33,40.4385105245425,-79.9629365568969,9.93000030517578,-0.03704833984375,-0.975448608398438,0.179733276367188
34,40.4384397351668,-79.9630281049239,10.25,-0.0429534912109375,-0.978286743164062,0.121414184570312
35,40.4383921676528,-79.9630896213875,10.039999961853,-0.0459747314453125,-0.992904663085938,-0.0205078125
36,40.438327906204,-79.9631719228532,7.80999994277954,-0.0456085205078125,-1.02630615234375,-0.06378173828125
37,40.4382845441687,-79.9632274467994,5.96000003814697,-0.0556182861328125,-1.01388549804688,0.009429931640625
38,40.4382504258583,-79.9632711343988,4.21000003814697,-0.0734710693359375,-0.99127197265625,0.0337677001953125
39,40.4382309714123,-79.9632960453054,3.23000001907349,-0.052886962890625,-1.03755187988281,0.0235748291015625
40,40.4382057531646,-79.9633283366087,3.47000002861023,-0.0369110107421875,-1.01289367675781,0.0428314208984375
41,40.4381906932237,-79.9633476204671,1.87999999523163,0.0049896240234375,-1.01683044433594,0.0770263671875
42,40.4381788056199,-79.9633628422313,1.82000005245209,-0.003936767578125,-0.988052368164062,0.133987426757812
43,40.4381679417853,-79.9633767530859,1.82000005245209,-0.0469207763671875,-1.00700378417969,0.010101318359375
44,40.4381583202536,-79.9633890732042,1.04999995231628,-0.02142333984375,-0.99737548828125,0.057861328125
45,40.4381537719494,-79.9633948971882,0.600000023841858,0.0336456298828125,-0.991653442382812,0.109207153320312
46,40.4381532543389,-79.9633955599749,0.660000026226044,-0.0043487548828125,-0.987091064453125,0.103713989257812
47,40.43814776484,-79.9634026907403,1.05999994277954,0.002227783203125,-0.992462158203125,0.156448364257812
48,40.4381407311961,-79.9634120217824,1.07000005245209,0.050262451171875,-0.970993041992188,0.22393798828125
49,40.4381291822823,-79.9634273429166,2.20000004768372,0.108001708984375,-0.98773193359375,0.174423217773438
50,40.4381076846432,-79.9634558623271,3.41000008583069,0.0885772705078125,-1.00740051269531,0.169387817382812
51,40.4380770830179,-79.9634964593578,4.67999982833862,0.0247802734375,-0.961517333984375,0.219772338867188
52,40.4380462662643,-79.963537341784,6.69000005722046,0.0306243896484375,-0.97412109375,0.220672607421875
53,40.4379932940437,-79.9636360630819,7.57000017166138,-0.0026092529296875,-0.989501953125,0.22015380859375
54,40.4379618964484,-79.9637151457513,8.28999996185303,0.0572357177734375,-0.951339721679688,0.135635375976562
55,40.4379267145762,-79.9638040387825,9.11999988555908,-0.0960235595703125,-1.09358215332031,0.2423095703125
56,40.4378908978052,-79.9639036589545,9.5600004196167,-0.0794525146484375,-0.97357177734375,0.25543212890625
57,40.4378667422778,-79.9639708992595,9.81999969482422,-0.116806030273438,-1.03770446777344,0.17108154296875
58,40.4378404587673,-79.9641083668936,10.9399995803833,-0.021209716796875,-0.985275268554688,0.222671508789062
59,40.4378143846656,-79.9642541833166,11.75,0.102188110351562,-1.07487487792969,0.0531463623046875
60,40.4377905877302,-79.9644197115142,12.0799999237061,-0.0946807861328125,-1.04191589355469,-0.072906494140625
61,40.4377764034052,-79.9645285767042,10.3500003814697,0.268020629882812,-0.912246704101562,-0.068267822265625
62,40.4377635914552,-79.9646295755942,9.81999969482422,-0.133880615234375,-0.6553955078125,0.341018676757812
63,40.4377395438161,-79.9647486670121,10.5799999237061,0.228561401367188,-1.07347106933594,0.04052734375
64,40.4377089772429,-79.9648787875077,11.8400001525879,0.062225341796875,-0.97003173828125,0.161849975585938
65,40.4376579391845,-79.9650107026801,12.3400001525879,0.0917205810546875,-1.01052856445312,0.037872314453125
66,40.4376061297328,-79.9651428101398,12.2600002288818,0.109451293945312,-1.0277099609375,0.06097412109375
67,40.437576992356,-79.9652171067152,12.3100004196167,0.0698394775390625,-0.972763061523438,0.0986480712890625
68,40.43752665501,-79.9653156413269,12.3800001144409,0.09356689453125,-1.09791564941406,-0.0010223388671875
69,40.4374404251952,-79.9655019399523,13.2600002288818,0.23260498046875,-1.12588500976562,-0.04437255859375
70,40.437356564254,-79.9655917101353,11.4700002670288,0.06121826171875,-0.933731079101562,0.0511932373046875
71,40.4372571967919,-79.9656788819283,13.6000003814697,-0.0267333984375,-0.93280029296875,-0.005218505859375
72,40.4371483158697,-79.9657602702081,14.1300001144409,-0.050750732421875,-0.957168579101562,0.0472869873046875
73,40.4370306758587,-79.9658536446094,14.5799999237061,-0.0739288330078125,-0.987899780273438,0.25457763671875
74,40.43692581825,-79.965939810574,14.5900001525879,-0.16455078125,-0.892791748046875,0.248977661132812
75,40.4368204996366,-79.96606914334,15.2799997329712,-0.177490234375,-0.900619506835938,0.292892456054688
76,40.4367170669515,-79.9661913514882,15.5600004196167,-0.219879150390625,-1.01481628417969,0.319412231445312
77,40.4366400372614,-79.9663523678481,15.5699996948242,-0.0683746337890625,-0.918899536132812,0.210647583007812
78,40.4365692939986,-79.9665197544545,15.8500003814697,-0.297103881835938,-0.850341796875,0.271484375
79,40.4365196731318,-79.9667017255723,16.1700000762939,-0.0562744140625,-1.02317810058594,0.3411865234375
80,40.4364880123552,-79.9668789987933,16.9300003051758,-0.042572021484375,-1.03309631347656,0.39764404296875
81,40.4364612512669,-79.9670987856675,18.0499992370605,0.0653533935546875,-1.10972595214844,0.321701049804688
82,40.4364553370269,-79.9673168511871,19.4400005340576,0.003509521484375,-1.00001525878906,0.146469116210938
83,40.4364553370269,-79.9675575980236,20.7900009155273,0.08160400390625,-1.00650024414062,0.189498901367188
84,40.4364553370269,-79.96779685942,21.3700008392334,-0.0172882080078125,-0.969879150390625,0.143692016601562
85,40.4364553370269,-79.9680470538757,21.5900001525879,-0.10919189453125,-0.980087280273438,0.0535430908203125
86,40.4364553370269,-79.9680470538757,21.5900001525879,-0.251907348632812,-1.08981323242188,-0.05706787109375
87,40.436448762231,-79.9685428106039,20.25,-0.349960327148438,-0.832244873046875,0.119842529296875
88,40.436464771666,-79.9687713012844,19.0400009155273,-0.164825439453125,-0.724212646484375,0.387847900390625
