timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ
1,40.4419836681713,-79.9388696160912,0.0,0.0092926025390625,-0.9893798828125,0.074951171875
2,40.4419917986174,-79.9388685264438,0.529999971389771,-0.0146484375,-1.00056457519531,0.107620239257812
3,40.4419917986174,-79.9388685264438,0.0,0.008209228515625,-0.979629516601562,0.116134643554688
4,40.4419917986174,-79.9388685264438,0.0,0.0068817138671875,-0.997695922851562,0.1063232421875
5,40.4419917986174,-79.9388685264438,0.0,0.0071563720703125,-1.00048828125,0.108673095703125
6,40.4419917986174,-79.9388685264438,0.0,0.0319671630859375,-1.04283142089844,0.111831665039062
7,40.4419917986174,-79.9388685264438,0.0,0.01141357421875,-0.9915771484375,0.110610961914062
8,40.4419917986174,-79.9388685264438,0.0,0.01824951171875,-0.992446899414062,0.141128540039062
9,40.4419917986174,-79.9388685264438,0.0,0.02301025390625,-0.961868286132812,0.135025024414062
10,40.4419917986174,-79.9388685264438,0.0,0.0272369384765625,-0.995620727539062,0.1256103515625
11,40.4420004738871,-79.9388564565032,0.870000004768372,0.034149169921875,-0.978866577148438,0.08758544921875
12,40.4420047905673,-79.9388378486782,1.24000000953674,-0.0050506591796875,-1.02847290039062,0.160964965820312
13,40.4420130467419,-79.9388157204538,1.24000000953674,0.02362060546875,-0.949905395507812,0.174789428710938
14,40.4420309421052,-79.938795100972,1.66999995708466,0.033111572265625,-0.965972900390625,0.172927856445312
15,40.4420552915339,-79.938773978576,2.19000005722046,0.0633087158203125,-1.01104736328125,0.1776123046875
16,40.4420715943356,-79.9387412053346,3.26999998092651,0.0342864990234375,-0.986526489257812,0.0887908935546875
17,40.4420930939172,-79.9387021456658,4.09999990463257,0.0584869384765625,-0.944854736328125,0.130767822265625
18,40.4421184491743,-79.9386590626835,4.09999990463257,0.03643798828125,-0.98919677734375,0.191818237304688
19,40.4421425052364,-79.9386112858354,4.44999980926514,0.0804595947265625,-0.991256713867188,0.0748138427734375
20,40.4421723448117,-79.9385596533119,5.1100001335144,-0.038818359375,-0.95458984375,0.177703857421875
21,40.4422160564367,-79.938520342186,5.01000022888184,0.016845703125,-0.988235473632812,0.0135650634765625
22,40.4422358796377,-79.9384637643396,5.78000020980835,0.0234527587890625,-1.00382995605469,-0.0217437744140625
23,40.4422714608167,-79.9384047557413,6.03999996185303,0.0955047607421875,-1.03411865234375,0.140838623046875
24,40.4423016356681,-79.9383434002101,6.40999984741211,0.0308990478515625,-0.98565673828125,0.109130859375
25,40.4423259850968,-79.9382825475931,6.19000005722046,0.015716552734375,-1.05422973632812,0.117523193359375
26,40.4423610214521,-79.9382144865393,6.38000011444092,-0.07952880859375,-1.08699035644531,-0.003173828125
27,40.4423875920851,-79.9381471798568,5.71999979019165,0.0297698974609375,-1.0313720703125,0.0330352783203125
28,40.4424101813142,-79.9380849861353,4.69000005722046,-0.022064208984375,-1.05172729492188,0.0598907470703125
29,40.4424687289078,-79.9380011671036,6.19999980926514,0.0059051513671875,-1.04246520996094,0.114212036132812
30,40.4424907314036,-79.9379392248392,5.59000015258789,-0.027496337890625,-1.05439758300781,0.00677490234375
31,40.4425087105859,-79.9378835690021,4.84000015258789,-0.16827392578125,-0.994827270507812,-0.095428466796875
32,40.4425142845516,-79.9378404022008,3.09999990463257,-0.104034423828125,-0.993789672851562,-0.0825347900390625
