timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ
1491141349.8,40.4419409623746,-79.9392138608545,0.0,0.08013916015625,-0.951736450195312,0.232070922851562,-0.0319347635794672,0.0033305492592531,0.00574630268406397
1491141350.0,40.4419409623746,-79.9392138608545,0.0,0.0880584716796875,-0.974014282226562,0.218673706054688,-0.0117077887842063,0.00748721108864877,-0.000900148448446783
1491141350.2,40.4419409623746,-79.9392138608545,0.0,0.0867919921875,-0.969039916992188,0.221725463867188,-0.0127919616639776,0.00641635401432791,-0.0030216225728039
1491141350.4,40.4419409623746,-79.9392138608545,0.0,0.0841522216796875,-0.97119140625,0.226806640625,-0.0138577587322273,0.00854395340919221,-0.00406957646175008
1491141350.6,40.4419409623746,-79.9392138608545,0.0,0.084930419921875,-0.97210693359375,0.2237548828125,-0.0128026143083379,0.00747069948989028,-0.00515188512875829
1491141350.8,40.4419409623746,-79.9392138608545,0.0,0.086669921875,-0.971847534179688,0.223800659179688,-0.0149310126515292,0.00854262182864717,-0.00512232404065841
1491141351.0,40.4419409623746,-79.9392138608545,0.0,0.078277587890625,-0.968887329101562,0.2237548828125,-0.0127991521989208,0.00641129400825676,-0.00408795227327163
1491141351.2,40.4419409623746,-79.9392138608545,0.0,0.0841064453125,-0.968719482421875,0.223129272460938,-0.0138726724343318,0.00428609145837353,-0.00407916384167437
1491141351.4,40.4419409623746,-79.9392138608545,0.0,0.079803466796875,-0.970169067382812,0.222579956054688,-0.0149387358186905,0.00428981988389964,-0.00406558172011497
1491141351.6,40.4419409623746,-79.9392138608545,0.0,0.08868408203125,-0.967880249023438,0.225799560546875,-0.0117440077750314,0.00533804008895482,-0.00517026094027983
1491141351.8,40.4419409623746,-79.9392138608545,0.0,0.0803375244140625,-0.968399047851562,0.225784301757812,-0.0149243547488041,0.00429993989604194,-0.00193292231917951
1491141352.0,40.4419409623746,-79.9392138608545,0.0,0.081695556640625,-0.971511840820312,0.225296020507812,-0.0138582913644453,0.00429621147051583,-0.00194650444073892
1491141352.2,40.4419409623746,-79.9392138608545,0.0,0.082366943359375,-0.969406127929688,0.224594116210938,-0.0127994185150298,0.00428742303891857,-0.00302641626276605
1491141352.4,40.4419409623746,-79.9392138608545,0.0,0.0825958251953125,-0.96893310546875,0.222091674804688,-0.0127850374451434,0.00429754305106087,-0.000893756861830592
1491141352.6,40.4419409623746,-79.9392138608545,0.0,0.0795440673828125,-0.970413208007812,0.225738525390625,-0.0138617534738624,0.00535561695214935,-0.00301043729622557
1491141352.8,40.4419409623746,-79.9392138608545,0.0,0.068084716796875,-0.966384887695312,0.235687255859375,-0.00321390280350762,-0.0106182895822549,0.00321576701627068
1491141353.0,40.4419409623746,-79.9392138608545,0.0,0.075439453125,-0.956558227539062,0.245086669921875,-0.0117477362005575,0.00427357460125015,-0.0051726577852609
1491141353.2,40.4419409623746,-79.9392138608545,0.0,0.088623046875,-0.957427978515625,0.252883911132812,-0.0149302137032022,0.0149142347366617,-0.00830693207217516
1491141353.4,40.4419409623746,-79.9392138608545,0.0,0.0807037353515625,-0.955398559570312,0.29205322265625,-0.00853516497759495,0.00427250933681412,-0.00308074474900366
1491141353.6,40.4419409623746,-79.9392138608545,0.0,0.0729827880859375,-0.9608154296875,0.344680786132812,-0.0021073593705797,0.025509088501324,-0.00951227878154502
1491141353.8,40.4419409623746,-79.9392138608545,0.0,0.0865020751953125,-0.934295654296875,0.3538818359375,-0.00954716619182506,0.00537612329254296,0.0043995421208109
1491141354.0,40.4419409623746,-79.9392138608545,0.0,0.0970306396484375,-0.929367065429688,0.36102294921875,-0.00424667667424035,0.0255114853463051,-0.0105514442388939
1491141354.2,40.441941884384,-79.9392193929105,0.550000011920929,0.087890625,-0.929443359375,0.393325805664062,-0.0212363128484009,0.0181856618197151,0.00351137789726948
1491141354.4,40.441941884384,-79.9392193929105,0.550000011920929,0.09454345703125,-0.95867919921875,0.36517333984375,-0.000991761189945508,0.0478388952933114,-0.0137408459603728
1491141354.6,40.441941884384,-79.9392193929105,0.550000011920929,0.0660400390625,-0.930999755859375,0.350051879882812,-0.0180602269323724,0.071251010752307,-0.0273330875319193
1491141354.8,40.441941884384,-79.9392193929105,0.550000011920929,0.151657104492188,-0.896682739257812,0.340530395507812,-0.0288566819915536,0.134903223966291,-0.0803699406408473
1491141355.0,40.441941884384,-79.9392193929105,0.550000011920929,0.094512939453125,-0.935043334960938,0.432998657226562,3.32895136259905e-05,0.0934655026690939,-0.0435085953608425
1491141355.2,40.4419330414761,-79.9392183032631,0.550000011920929,0.010040283203125,-0.99505615234375,0.41455078125,-0.0447213989212646,0.138233506909435,-0.0630977430750294
1491141355.4,40.4419330414761,-79.9392183032631,0.550000011920929,0.09979248046875,-0.921585083007812,0.417068481445312,-0.036029906387682,0.0905354928377887,-0.0142630918501374
1491141355.6,40.4419330414761,-79.9392183032631,0.550000011920929,0.101119995117188,-0.966995239257812,0.409866333007812,-0.0360874306672277,0.0331555566231595,0.00693407253023931
1491141355.8,40.4419330414761,-79.9392183032631,0.550000011920929,0.10137939453125,-0.938400268554688,0.34405517578125,-0.0297917178502804,0.0617320740680367,-0.0229399369977245
1491141356.0,40.4419330414761,-79.9392183032631,0.550000011920929,0.104904174804688,-0.928482055664062,0.445785522460938,0.0246459579920293,0.0626519299085501,-0.0140332610480635
1491141356.2,40.4419199657072,-79.939244287163,1.49000000953674,0.0612335205078125,-0.96466064453125,0.395889282226562,-0.0477299720047271,0.044936049705125,0.0135078193649909
1491141356.4,40.4419199657072,-79.939244287163,1.49000000953674,-0.0186004638671875,-0.976043701171875,0.426651000976562,-0.015797605270241,-0.00617906636120185,0.0321792417675364
1491141356.6,40.4419199657072,-79.939244287163,1.49000000953674,0.0287322998046875,-0.93218994140625,0.3499755859375,-0.0221987792663555,0.0129530829099274,0.0216405807018749
1491141356.8,40.4419199657072,-79.939244287163,1.49000000953674,0.101364135742188,-0.88348388671875,0.334716796875,-0.0160487413610355,0.0265613034480143,-0.0221292707619044
1491141357.0,40.4419199657072,-79.939244287163,1.49000000953674,0.0995941162109375,-0.953536987304688,0.303939819335938,-0.0695010476000159,0.012838833299163,-0.0364099394752363
1491141357.2,40.4419045849149,-79.9392993562668,3.73000001907349,0.0560150146484375,-0.925140380859375,0.338333129882812,-0.0289197989093885,-0.0244174587705005,-0.00715271805573482
1491141357.4,40.4419045849149,-79.9392993562668,3.73000001907349,0.09613037109375,-0.961318969726562,0.29144287109375,-0.00451885173764645,-0.080864223339166,0.0041374870695471
1491141357.6,40.4419045849149,-79.9392993562668,3.73000001907349,0.0918121337890625,-0.946426391601562,0.33892822265625,-0.0266654330466364,-0.0530086236013732,0.025811623601157
1491141357.8,40.4419045849149,-79.9392993562668,3.73000001907349,0.181610107421875,-0.916702270507812,0.337860107421875,-0.0258872573761152,-0.0553386232390835,-0.0157936105286059
1491141358.0,40.4419045849149,-79.9392993562668,3.73000001907349,0.0889739990234375,-0.910079956054688,0.358261108398438,-0.0151070475995835,-0.047858869001487,-0.00205036772325201
1491141358.2,40.4419045849149,-79.9392993562668,3.73000001907349,0.122299194335938,-0.989959716796875,0.287353515625,-0.0609730731573642,0.00856126395627773,-0.0343955244267004
1491141358.4,40.4418776370962,-79.9393609632551,6.19999980926514,0.05419921875,-0.919708251953125,0.33648681640625,-0.0172519575415333,0.0222211498195122,-0.0402528809282207
1491141358.6,40.4418776370962,-79.9393609632551,6.19999980926514,0.0765838623046875,-0.950958251953125,0.23333740234375,-0.0146841376184789,0.02782950075911,0.021579061680694
1491141358.8,40.4418776370962,-79.9393609632551,6.19999980926514,0.098663330078125,-0.980026245117188,0.341781616210938,-0.059925918216745,0.0871205213719801,-0.0779512577388373
1491141359.0,40.4418776370962,-79.9393609632551,6.19999980926514,0.0790252685546875,-0.98406982421875,0.23760986328125,-0.0149419316119986,0.0361428244179014,-0.0210549515781665
1491141359.2,40.4418776370962,-79.9393609632551,6.19999980926514,0.0833587646484375,-0.959854125976562,0.307220458984375,-0.0180684827317516,0.062750466868883,-0.0241532731903646
1491141359.4,40.4418464564164,-79.9394272641092,7.44000005722046,0.08056640625,-0.963226318359375,0.251693725585938,-0.0747767697194629,0.0468748309787027,-0.0458622971322546
1491141359.6,40.4418464564164,-79.9394272641092,7.44000005722046,0.08917236328125,-0.998062133789062,0.176010131835938,-0.0235423440363005,0.0361220517613988,-0.0316095916103685
1491141359.8,40.4418464564164,-79.9394272641092,7.44000005722046,0.0883026123046875,-0.983535766601562,0.22894287109375,-0.0265557108097251,-0.00939589864190856,0.0195119160425745
1491141360.0,40.4418464564164,-79.9394272641092,7.44000005722046,0.0377197265625,-0.940841674804688,0.190353393554688,-0.0342897969314242,-0.0541583102439604,0.00244504819680175
1491141360.2,40.4418464564164,-79.9394272641092,7.44000005722046,0.00616455078125,-0.9119873046875,0.229446411132812,-0.00864941458835935,0.0105631621476903,-0.023326627988004
1491141360.4,40.4418206820641,-79.9394919724017,7.44000005722046,-0.009796142578125,-0.990097045898438,0.273239135742188,0.0358855630565997,0.191812845932412,-0.153579440058799
1491141360.6,40.4418206820641,-79.9394919724017,7.44000005722046,0.07489013671875,-1.09768676757812,0.193817138671875,0.0182205492299951,-0.124538201003702,0.237291381551586
1491141360.8,40.4418206820641,-79.9394919724017,7.44000005722046,0.23553466796875,-0.879837036132812,0.163742065429688,-0.00560701935905283,0.0582252235446204,-0.0712443528495818
1491141361.0,40.4418206820641,-79.9394919724017,7.44000005722046,0.319427490234375,-1.04855346679688,0.113800048828125,-0.142559279468051,-0.0980453407957032,0.0965004410473482
1491141361.2,40.4418206820641,-79.9394919724017,7.44000005722046,0.121627807617188,-0.957122802734375,0.200942993164062,-0.04873318478736,0.0301182213999241,0.0305491208642989
1491141361.4,40.4418137881821,-79.9395751950889,7.44000005722046,0.0996551513671875,-0.9332275390625,0.215621948242188,0.00415533024885064,0.0487531584955356,-0.0415309319353497
1491141361.6,40.4418137881821,-79.9395751950889,7.44000005722046,0.10137939453125,-0.981704711914062,0.259078979492188,-0.0244400956397662,0.0022652848232214,0.0109804794905057
1491141361.8,40.4418137881821,-79.9395751950889,7.44000005722046,0.06805419921875,-0.923492431640625,0.185256958007812,-0.000956074831338447,-0.0115991318117311,0.0223801405365899
1491141362.0,40.4418137881821,-79.9395751950889,7.44000005722046,0.068389892578125,-0.9532470703125,0.243759155273438,-0.0384565787729622,-0.0222195519228581,0.000438622631536051
1491141362.2,40.4418137881821,-79.9395751950889,7.44000005722046,0.11474609375,-0.99847412109375,0.213638305664062,-0.0235796282915616,0.025477396884352,-0.0316335600601792
1491141362.4,40.4417806994675,-79.9396512002042,7.09999990463257,0.147842407226562,-0.94970703125,0.211196899414062,-0.0448127453466543,-0.0455294019959947,0.0185949896792603
1491141362.6,40.4417806994675,-79.9396512002042,7.09999990463257,0.177383422851562,-0.966384887695312,0.203887939453125,-0.00959030940148434,-0.080663420992974,0.0425932668941823
1491141362.8,40.4417806994675,-79.9396512002042,7.09999990463257,0.113021850585938,-0.96661376953125,0.205413818359375,0.00644884457962688,-0.0403354389220131,0.0286183290739915
1491141363.0,40.4417806994675,-79.9396512002042,7.09999990463257,0.104476928710938,-0.94464111328125,0.25030517578125,-0.0704653782307336,-0.0646002985620521,0.0188778173870267
1491141363.2,40.4417459374545,-79.9397310489033,7.44999980926514,0.0408172607421875,-0.986434936523438,0.299545288085938,0.00321390280350762,-0.0467211665838051,0.0265120349678478
1491141363.4,40.4417459374545,-79.9397310489033,7.44999980926514,0.04156494140625,-0.987701416015625,0.265274047851562,-0.0374107554128881,0.0457203506461533,-0.037809430628073
1491141363.6,40.4417459374545,-79.9397310489033,7.44999980926514,0.0573883056640625,-0.95050048828125,0.274673461914062,-0.00537399276367089,-0.00425945984747273,-0.00420699557399817
