,timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,potholes
0,1492638964.5,40.4474447877,-79.9441886565,0.0,0.0169982910156,-0.96223449707,0.203887939453,-0.0169944298641,0.0192586494229,0.00723980342338,False
1,1492638964.8,40.4474447877,-79.9441886565,0.0,0.0507507324219,-0.962997436523,0.193954467773,-0.0180831301177,0.0043726441938,0.00086978841202,False
2,1492638964.9,40.4474447877,-79.9441886565,0.0,0.0374145507812,-0.959228515625,0.191543579102,-0.0149927979888,-0.00947579347461,0.000937166387599,False
3,1492638965.1,40.4474447941,-79.9441886568,0.0,0.0537872314453,-0.963851928711,0.277252197266,-0.0468934731063,-0.00182213481783,0.00165701883025,False
4,1492638965.3,40.4474447941,-79.9441886568,0.0,0.0316467285156,-0.953002929688,0.271057128906,-0.0073705646329,0.00323840388554,-0.00434867574399,False
5,1492638965.5,40.4474447941,-79.9441886568,0.0,0.0387725830078,-0.947341918945,0.28352355957,-0.0128114027399,-0.00842677432123,-0.00224184900563,False
6,1492638965.7,40.4474447941,-79.9441886568,0.0,0.0444793701172,-0.947998046875,0.278518676758,-0.0170157351528,-0.00308101106511,-0.00336490403732,False
7,1492638965.9,40.4474447941,-79.9441886568,0.0,0.0532836914062,-0.947143554688,0.274276733398,-0.0213372466537,-0.00943504710993,-0.00232653752829,False
8,1492638966.1,40.4474447941,-79.9441886568,0.0,0.0488739013672,-0.946350097656,0.265258789062,-0.0267181636362,-0.00727176135646,0.00294385826897,False
9,1492638966.3,40.4474535244,-79.9441891317,0.409999996424,0.0508880615234,-0.936584472656,0.295486450195,-0.0256081580939,-0.00515188512876,0.000817324138545,False
10,1492638966.5,40.4474535244,-79.9441891317,0.409999996424,0.0369567871094,-0.932571411133,0.322357177734,-0.0264824738797,0.00655350681047,-0.00668533328443,False
11,1492638966.7,40.4474535244,-79.9441891317,0.409999996424,0.0538787841797,-0.928588867188,0.334365844727,-0.0169638035116,-0.00201814347406,-0.00656575735148,False
12,1492638966.9,40.4474535244,-79.9441891317,0.409999996424,0.0697174072266,-0.923843383789,0.325973510742,-0.0203311043939,-0.00944090606433,0.00194863496961,False
13,1492638967.1,40.4474535244,-79.9441891317,0.409999996424,0.0268402099609,-0.934616088867,0.35417175293,-0.017927335194,-0.00414068286286,-0.0150998570646,False
14,1492638967.3,40.4474654602,-79.9441897809,1.47000002861,0.0653381347656,-0.943786621094,0.332443237305,-0.0278281691786,-0.0327954972438,-0.00766377866892,False
15,1492638967.5,40.4474654602,-79.9441897809,1.47000002861,0.120620727539,-0.89973449707,0.317001342773,-0.0534283377892,-0.0368837158332,-0.00684911769147,False
16,1492638967.7,40.4474654602,-79.9441897809,1.47000002861,0.0513763427734,-0.9091796875,0.344772338867,-0.0295581586227,-0.00300218149685,-0.0205529457127,False
17,1492638967.9,40.4474654602,-79.9441897809,1.47000002861,0.108840942383,-0.87565612793,0.398834228516,-0.0136303247751,-0.0530919805435,0.033050095444,False
18,1492638968.1,40.4474870582,-79.9441909557,3.05999994278,0.089599609375,-0.938659667969,0.342697143555,-0.0440441570561,-0.0380062382326,0.00711064011051,False
19,1492638968.3,40.4474870582,-79.9441909557,3.05999994278,0.0402374267578,-0.893035888672,0.395462036133,0.0223926573937,-0.0171670027028,-0.0114547884806,False
20,1492638968.5,40.4474870582,-79.9441909557,3.05999994278,0.0618133544922,-0.947723388672,0.404266357422,-0.01695980877,-0.00733727511928,-0.00975063169911,False
21,1492638968.7,40.4474870582,-79.9441909557,3.05999994278,0.0719909667969,-0.906295776367,0.350509643555,-0.0395269032151,-0.0231452667178,-0.00354360214646,False
22,1492638968.9,40.4474870582,-79.9441909557,3.05999994278,0.0770721435547,-0.918655395508,0.363677978516,-0.0139653504403,-0.0222477814304,-0.00328421025629,False
23,1492638969.1,40.4474870582,-79.9441909557,3.05999994278,0.0422668457031,-0.934371948242,0.330383300781,-0.0248643372014,-0.0147272808281,0.0189752890829,False
24,1492638969.4,40.447526526,-79.9441931024,4.78999996185,0.0735015869141,-0.929916381836,0.343215942383,-0.0160269034401,-0.0190437323229,-0.00651222781357,False
25,1492638969.5,40.447526526,-79.9441931024,4.78999996185,0.0333251953125,-0.932235717773,0.349792480469,-0.0248443634932,-0.0296210092244,0.00941800287896,False
26,1492638969.7,40.447526526,-79.9441931024,4.78999996185,0.0909576416016,-0.939727783203,0.322647094727,-0.0842091536683,0.0515992787525,-0.0436438839442,False
27,1492638969.9,40.447526526,-79.9441931024,4.78999996185,0.12060546875,-0.916290283203,0.320571899414,-0.0405090770251,-0.031650337975,-0.0141938496618,False
28,1492638970.1,40.4475811921,-79.9441960758,6.48000001907,0.0658416748047,-0.93733215332,0.236480712891,-0.0521718583869,0.000339286722876,-0.000535029062997,False
29,1492638970.3,40.4475811921,-79.9441960758,6.48000001907,0.0686645507812,-0.988800048828,0.214096069336,-0.0105541074,-0.0148258177885,-0.0149967927305,False
30,1492638970.6,40.4475811921,-79.9441960758,6.48000001907,0.022216796875,-0.921157836914,0.310745239258,-0.0077252976901,-0.0648266672547,0.0619286153565,False
31,1492638970.8,40.4475811921,-79.9441960758,6.48000001907,0.0559997558594,-0.981475830078,0.270980834961,-0.063070845148,-0.0623517916537,-0.0164780429288,False
32,1492638971.0,40.4475811921,-79.9441960758,6.48000001907,0.115386962891,-0.970138549805,0.299453735352,-0.0233508627539,-0.0232528584258,-0.0183047051204,False
