,avgSpeed,sdSpeed,maxAccelX,maxAccelY,maxAccelZ,maxGyroX,maxGyroY,maxGyroZ,meanAccelX,meanAccelY,meanAccelZ,meanGyroX,meanGyroY,meanGyroZ,sdAccelX,sdAccelY,sdAccelZ,sdGyroX,sdGyroY,sdGyroZ,pothole
0,0.333000004292,0.117004274934,0.0485534667969,-0.951690673828,0.210845947266,-0.00500674284935,0.00336463772121,0.0360682559074,0.0387313842773,-0.960708618164,0.204444885254,-0.0155875617551,-0.00457890602023,0.000385332778124,0.00961186383335,0.00834463726224,0.00505161052348,0.00554804874217,0.00622639744788,0.0154714733246,False
1,0.0,0.0,0.0451812744141,-0.958145141602,0.207443237305,-0.00860973348812,-0.00203066033119,0.00413855233398,0.0416030883789,-0.961128234863,0.20408782959,-0.0124907847763,-0.00417362616554,-1.04928546949e-05,0.00195519351037,0.00209512366933,0.00218564303329,0.00211658347486,0.00166868045182,0.00243955866564,False
2,0.0,0.0,0.0549011230469,-0.948333740234,0.255828857422,-0.00563524886661,-0.00201761084184,0.0127834395485,0.0418563842773,-0.959213256836,0.213806152344,-0.0134502418222,-0.00608223382397,-0.000974983275078,0.00872017938105,0.00528570659191,0.0155444153321,0.00325203944557,0.00449863330056,0.00573621164362,False
3,0.28599999845,0.337744153623,0.06982421875,-0.924835205078,0.314315795898,0.00136833216808,0.0170085446179,0.00740704993984,0.0508041381836,-0.938706970215,0.28907623291,-0.0149928246204,0.00541508533929,-0.00645813901183,0.0102053589252,0.00985066802889,0.0196563732153,0.00754643248053,0.00941525717182,0.00686950323951,False
4,1.875,0.911180580122,0.102935791016,-0.853652954102,0.463577270508,0.0349816861826,0.018081265905,0.0370935729271,0.0614501953125,-0.903082275391,0.405630493164,-0.00794085394873,-0.0207971043214,0.000825340253426,0.0278483586447,0.0252015501625,0.0474651728547,0.019854156961,0.0280371129827,0.0184758176467,False
5,5.70100011826,1.50470707109,0.133544921875,-0.880233764648,0.423233032227,0.0317195801634,0.0328916373591,0.0662634426628,0.0588684082031,-0.916905212402,0.389601135254,0.00533801345734,-0.0182223335479,0.0123631394653,0.0641153528804,0.0284613136102,0.0313265540382,0.0257660467689,0.0397419448811,0.0316162235783,False
6,9.66800022125,1.0979454953,0.249099731445,-0.887817382812,0.384475708008,0.0372003656868,0.0947198515425,0.0495015067618,0.0889007568359,-0.951957702637,0.302992248535,-0.0237288185758,-0.00399596668922,-0.0113212575836,0.0683991433073,0.042248452963,0.0619208965088,0.0287871443686,0.0554113407018,0.0496360419603,False
7,11.6129998207,0.0973023454036,0.130661010742,-0.911987304688,0.268127441406,0.051554005014,0.0629488723701,0.0537274107796,0.0548599243164,-0.975215148926,0.211236572266,-0.0176510588625,0.0123471072355,-0.00298473779171,0.0497559826891,0.0322189619513,0.0449225632988,0.0354412322311,0.046315728425,0.031267629771,False
8,11.5159998894,0.153709988703,0.104476928711,-0.918365478516,0.282562255859,0.085776956602,0.070172963143,0.153886236216,0.0241622924805,-0.9876953125,0.213702392578,0.0214403642511,-0.0124763770748,0.013899250782,0.0830409246517,0.0327792200098,0.031746817362,0.0352658175185,0.083829527725,0.0700967616625,False
9,11.2219999313,0.0154917954918,0.205032348633,-0.936218261719,0.253112792969,0.0342165600014,0.0439155263754,0.149022505118,0.0812149047852,-0.965498352051,0.20007019043,0.0049076732568,-0.0269414963252,0.0156864981896,0.0702157304839,0.0210990677933,0.0305428106475,0.0317418196963,0.0753295661602,0.061674963339,False
