timestamp
1493002405.4
1493002428.0
1493002434.9
1493002455.3
1493002455.8
1493002461.2
1493002462.3
1493002464.5
1493002466.2
1493002467.7
1493002468.9
1493002526.1
1493002649.1
1493002653.1
1493002656.3
1493002662.4
1493002678.9
1493002681.7
1493002683.4
1493002696.6
1493002703.9
