interval, latitude, longitude, classification
0,40.432943921057,-79.9357522421357,1.0
1,40.433243954488,-79.9347460050514,0.0
2,40.4330973202586,-79.9350904497638,0.0
3,40.4330125368929,-79.9354342643217,0.0
4,40.4334476852039,-79.9344091100954,0.0
5,40.4336883633046,-79.9341387100978,0.0
6,40.4338616432006,-79.9339720473907,0.0
7,40.4339773756166,-79.9338610734746,0.0
8,40.4340183774418,-79.9338217574967,0.0
9,40.4340818321152,-79.9337609118509,0.0
10,40.4342985880859,-79.9337497965557,0.0
11,40.4343741607693,-79.9339889410503,0.0
12,40.4343210146539,-79.9342431265801,0.0
13,40.4342260585309,-79.9345134191589,0.0
14,40.4342032427169,-79.9347561793421,0.0
15,40.4342741454975,-79.9350388930383,0.0
16,40.4345590989385,-79.9357394629687,0.0
17,40.4346941911672,-79.9358464925282,0.0
18,40.4344042815494,-79.9354260328502,0.0
19,40.4350706446432,-79.9360932848225,0.0
20,40.4352457251751,-79.9363196777206,0.0
21,40.4353432778998,-79.9363507338176,0.0
22,40.4354272550331,-79.9362038959322,0.0
23,40.4353468618341,-79.936007814301,0.0
24,40.4351976532176,-79.9357476140294,0.0
25,40.4350585960823,-79.9355049849763,0.0
26,40.4350181742742,-79.9353817940633,0.0
27,40.4350182039468,-79.9353819305027,0.0
28,40.4350168518109,-79.9353209085815,0.0
29,40.4350296467627,-79.9352687791237,0.0
30,40.4350091900103,-79.9350581884835,0.0
31,40.434948197377,-79.9348705448655,0.0
32,40.4349558625051,-79.9346607296499,0.0
33,40.4350264521642,-79.9344383081163,0.0
34,40.4351752005054,-79.9342675676057,1.0
35,40.4353485059874,-79.9340921087842,0.0
36,40.4354658254938,-79.9339303224875,0.0
37,40.4355407568839,-79.9337276527747,0.0
38,40.4355620173194,-79.9336615964024,0.0
39,40.4355793800065,-79.9336076503706,0.0
40,40.4356364905329,-79.9334152826672,0.0
41,40.4356970509499,-79.9331951751428,1.0
42,40.4357742300347,-79.9329229694731,0.0
43,40.4358747556422,-79.9326289520938,0.0
44,40.4359931662511,-79.9323584746232,1.0
45,40.436119035684,-79.932088224146,1.0
46,40.4362466011645,-79.9318296428139,0.0
47,40.4363561841105,-79.931540396139,0.0
48,40.4364681062355,-79.9312625031932,0.0
49,40.4365165913219,-79.9310148383879,0.0
50,40.4365405760968,-79.9308833568097,0.0
51,40.4365499818396,-79.9308317956872,0.0
52,40.4365580805808,-79.9307873993867,0.0
53,40.4365647300839,-79.9307509476303,0.0
54,40.4365748957537,-79.9306952206818,0.0
55,40.43669722207,-79.9306954926612,1.0
56,40.4368201637228,-79.9307007886031,1.0
57,40.4369812377116,-79.9307077271668,1.0
58,40.4371738349909,-79.9307160236553,1.0
59,40.4373723812525,-79.9307245764073,1.0
60,40.4375580652062,-79.9306983501463,1.0
61,40.4376754044298,-79.9307374739944,1.0
62,40.4377557369563,-79.9307408588969,0.0
63,40.4378015975255,-79.9307427912842,0.0
64,40.4378723109674,-79.9305396358435,0.0
65,40.4378608195488,-79.9302863796055,0.0
66,40.4378910782192,-79.9299693760275,0.0
67,40.4379161401097,-79.9296195992082,0.0
68,40.4379345383872,-79.9292926211654,0.0
69,40.4379443871234,-79.9290190358459,0.0
70,40.4379640845958,-79.9287914671748,0.0
71,40.4379868833725,-79.9285813328623,0.0
72,40.4379966901992,-79.9283789937197,0.0
73,40.4379892722149,-79.9282691907882,0.0
74,40.4379838239778,-79.928208002895,0.0
75,40.4379882663865,-79.9281874672323,0.0
76,40.4379910743241,-79.9281796720623,0.0
77,40.4379869671915,-79.9281741400062,0.0
78,40.4379869671915,-79.9281741400062,0.0
79,40.4379869671915,-79.9281741400062,0.0
80,40.4379869671915,-79.9281741400062,0.0
81,40.4379869671915,-79.9281741400062,0.0
82,40.4379627854009,-79.9281702843308,0.0
83,40.4379718797658,-79.9281195738166,0.0
84,40.4379939660807,-79.9279754889011,0.0
85,40.4380183155094,-79.9278492574393,0.0
86,40.4380667629097,-79.9277146440744,0.0
87,40.4382079979781,-79.9276895821839,0.0
88,40.4383548908312,-79.9276956171542,0.0
89,40.4385328805451,-79.9276981317251,0.0
90,40.438744188324,-79.9276870676129,0.0
91,40.4388761194799,-79.9276371952891,0.0
92,40.4390537320081,-79.9277006462961,0.0
93,40.4392959271003,-79.9277170748263,0.0
94,40.4394558957223,-79.9277298153191,0.0
95,40.4396284791086,-79.9277547095715,0.0
96,40.4398625437547,-79.9277596548944,0.0
97,40.4401586763937,-79.9277749937772,0.0
98,40.4404570302371,-79.9277817831188,0.0
99,40.4407257540528,-79.9277795200049,0.0
100,40.4410158098121,-79.9277957808971,0.0
101,40.4412962263827,-79.9278023187815,0.0
102,40.4415675485883,-79.9278159812837,0.0
103,40.4417721508447,-79.9278095272183,0.0
104,40.4418466240544,-79.927811538875,0.0
105,40.4419007292394,-79.9278051686286,0.0
106,40.4420545371626,-79.9278053362667,0.0
107,40.4422526015345,-79.9278154783695,0.0
108,40.4424936650698,-79.9278147239982,0.0
109,40.4427376622711,-79.9278116226941,0.0
110,40.4429420968894,-79.9278161489218,0.0
